ID,Gender,Ever_Married,Age,Graduated,Profession,Family_Size,Car Purchased,Country Of Origin,Year Of Purchase,Salary,Fuel Type,Language Spoken 
4804,Female,No,26,No,Homemaker,2,Maserati,France,2014,30000,Petrol,English 
4805,Male,No,51,Yes,Artist,1,Maybach,UK,2015,15000,Petrol,English 
4806,Female,No,35,Yes,Artist,3,Mazda,UK,2016,45000,Petrol,English 
4807,Male,Yes,36,Yes,Artist,2,McLaren,USA,2010,30000,Petrol,English 
4808,Female,Yes,46,Yes,Doctor,3,Mercedes-Benz,Germany ,2011,45000,Petrol,German
4809,Male,Yes,46,Yes,Marketing,1,MG,USA,2012,15000,Petrol,English 
4810,Male,Yes,53,No,Entertainment,3,MINI,Germany ,2013,45000,Petrol,German
4811,Female,No,18,No,Healthcare,3,Mitsubishi,USA,2014,45000,Petrol,English 
4812,Male,No,26,No,Engineer,4,Nissan,Germany ,2015,60000,Petrol,German
4813,Female,Yes,32,Yes,Healthcare,2,Nissan,USA,2016,30000,Petrol,English 
4814,Male,Yes,69,No,Doctor,3,Peugeot,Germany ,2012,45000,Petrol,German
4815,Male,Yes,60,Yes,Artist,2,Porsche,USA,2013,30000,Petrol,English 
4816,Male,Yes,60,No,Engineer,2,Proton,Germany ,2014,30000,Petrol,German
4817,Male,Yes,51,No,Executive,9,Renault,USA,2015,135000,Petrol,English 
4818,Male,Yes,26,Yes,Artist,2,Rolls-Royce,Germany ,2016,30000,Petrol,German
4819,Male,No,48,Yes,Artist,1,Rover,USA,2017,15000,Petrol,English 
4820,Male,Yes,51,Yes,Doctor,4,Saab,Mexico,2018,60000,Petrol,English 
4821,Male,Yes,72,No,Executive,4,SEAT,Malaysia,2016,60000,Petrol,English 
4822,Female,No,43,Yes,Artist,2,SKODA,Japan,2017,30000,Petrol,Japanese
4823,Male,No,35,Yes,Artist,1,Smart,Canada,2018,15000,Petrol,English 
4824,Male,No,29,No,Entertainment,1,Ssangyong,China ,2008,15000,Petrol,Mandarin
4825,Male,No,19,No,Healthcare,6,Subaru,India,2009,90000,Petrol,Tamil
4826,Female,No,27,Yes,Healthcare,8,Suzuki,Italy,2010,120000,Petrol,English 
4827,Female,No,40,Yes,Engineer,5,Tesla,China ,2011,75000,Electric,Mandarin
4828,Female,Yes,52,Yes,Artist,3,Toyota,France,2010,45000,Petrol,English 
4829,Male,No,23,No,Healthcare,4,TVR,Italy,2011,60000,Petrol,English 
4830,Male,No,31,Yes,Healthcare,3,Vauxhall,France,2012,45000,Petrol,English 
4831,Female,Yes,35,Yes,Executive,2,Volkswagen,UK,2013,30000,Petrol,English 
4832,Male,Yes,25,No,Entertainment,2,Volvo,UK,2020,30000,Petrol,English 
4833,Female,Yes,47,No,Lawyer,1,Maker,USA,2021,15000,Petrol,English 
4834,Male,Yes,37,Yes,Healthcare,2,Lexus,Germany ,2020,30000,Petrol,German
4835,Male,No,20,No,Healthcare,4,Alfa Romeo,USA,2021,60000,Petrol,English 
4836,Female,Yes,68,No,Lawyer,2,Aston Martin,Germany ,2016,30000,Petrol,German
4837,Female,No,28,Yes,Doctor,3,Audi,USA,2017,45000,Petrol,English 
4838,Male,,22,No,Healthcare,5,Bentley,Germany ,2018,75000,Petrol,German
4839,Male,No,25,Yes,Doctor,5,BMW,USA,2019,75000,Hybrid,English 
4840,Female,,20,No,,,Cadillac,Germany ,2009,18000,Petrol,German
4841,Female,Yes,32,Yes,Homemaker,3,Chevrolet,USA,2010,45000,Petrol,English 
4842,Female,No,18,No,Entertainment,7,Chrysler,Germany ,2011,105000,Petrol,German
4843,Male,Yes,79,No,Lawyer,1,Citroen,USA,2012,15000,Petrol,English 
4844,Female,No,36,Yes,Entertainment,5,Corvette,Germany ,2013,75000,Petrol,German
4845,Female,No,49,Yes,Artist,1,Hyundai,USA,2014,15000,Petrol,English 
4846,Male,Yes,49,Yes,Entertainment,4,Daewoo,Mexico,2015,60000,Petrol,English 
4847,Female,Yes,45,Yes,Artist,4,Daihatsu,Malaysia,2016,60000,Petrol,English 
4848,Male,No,28,Yes,Doctor,3,Dodge,Japan,2010,45000,Petrol,Japanese
4849,Female,Yes,57,Yes,Artist,,Kia,Canada,2011,18000,Petrol,English 
4850,Female,No,41,Yes,Artist,1,Ferrari,China ,2012,15000,Petrol,Mandarin
4851,Female,Yes,37,Yes,Artist,3,Fiat,India,2013,45000,Petrol,Tamil
4852,Female,Yes,36,Yes,Artist,3,Ford,Italy,2014,45000,Petrol,English 
4853,Male,Yes,45,Yes,Artist,2,Honda,China ,2015,30000,Petrol,Mandarin
4854,Female,Yes,39,Yes,,2,Honda,France,2016,30000,Petrol,English 
4855,Male,No,40,Yes,Artist,1,Hyundai,Italy,2012,15000,Petrol,English 
4856,Female,No,29,Yes,Healthcare,3,Infiniti,France,2013,45000,Petrol,English 
4857,Male,Yes,89,No,Lawyer,2,Isuzu,UK,2014,30000,Petrol,English 
4858,Female,Yes,73,No,Lawyer,3,Jaguar,UK,2015,45000,Petrol,English 
4859,Male,No,28,No,Doctor,1,Jeep,USA,2016,15000,Petrol,English 
4860,Male,No,53,Yes,Artist,1,Kia,Germany ,2017,15000,Petrol,German
4861,Male,No,25,No,Doctor,,Lamborghini,USA,2018,18000,Petrol,English 
4862,Female,No,19,No,Healthcare,5,Land Rover,Germany ,2016,75000,Petrol,German
4863,Female,Yes,52,Yes,Artist,2,Lexus,USA,2017,30000,Petrol,English 
4864,Female,No,31,Yes,Healthcare,3,Lotus,Germany ,2018,45000,Petrol,German
4865,Male,No,35,Yes,Artist,2,Maserati,USA,2008,30000,Petrol,English 
4866,Male,Yes,47,Yes,Artist,2,Maybach,Germany ,2009,30000,Petrol,German
4867,Male,Yes,68,No,Executive,2,Maker,USA,2010,30000,Petrol,English 
4868,Female,Yes,42,Yes,Artist,2,Lexus,Germany ,2011,30000,Petrol,German
4869,Female,No,38,No,Homemaker,,Alfa Romeo,USA,2010,18000,Petrol,English 
4870,Male,Yes,25,No,Executive,3,Aston Martin,Germany ,2011,45000,Petrol,German
4871,Male,No,37,Yes,Entertainment,1,Audi,USA,2012,15000,Petrol,English 
4872,Female,No,31,No,Healthcare,,Bentley,Mexico,2013,18000,Petrol,English 
4873,Male,No,21,No,Healthcare,6,BMW,Malaysia,2020,90000,Petrol,English 
4874,Male,Yes,28,Yes,Artist,3,Cadillac,Japan,2021,45000,Petrol,Japanese
4875,Female,Yes,50,Yes,Artist,8,Chevrolet,Canada,2020,120000,Petrol,English 
4876,Female,No,46,No,Doctor,2,Chrysler,China ,2021,30000,Petrol,Mandarin
4877,Male,No,19,No,Executive,3,Citroen,India,2016,45000,Petrol,Tamil
4878,Male,Yes,37,Yes,Artist,2,Corvette,Italy,2017,30000,Petrol,English 
4879,Male,No,28,Yes,Healthcare,1,Hyundai,China ,2018,15000,Petrol,Mandarin
4880,Male,Yes,71,No,Lawyer,1,Daewoo,France,2019,15000,Hybrid,English 
4881,Female,Yes,66,No,Marketing,2,Daihatsu,Italy,2009,30000,Petrol,English 
4882,Female,Yes,57,Yes,Homemaker,2,Dodge,France,2010,30000,Petrol,English 
4883,Female,Yes,86,Yes,Lawyer,2,Kia,UK,2011,30000,Petrol,English 
4884,Female,Yes,40,Yes,Artist,2,Ferrari,UK,2012,30000,Petrol,English 
4885,Female,No,49,Yes,Healthcare,1,Fiat,USA,2013,15000,Petrol,English 
4886,Male,Yes,41,No,Artist,3,Ford,Germany ,2014,45000,Petrol,German
4887,Female,Yes,42,No,Engineer,4,Honda,USA,2015,60000,Petrol,English 
4888,Female,Yes,87,No,Entertainment,3,Honda,Germany ,2016,45000,Petrol,German
4889,Female,Yes,80,Yes,Artist,2,Hyundai,USA,2010,30000,Petrol,English 
4890,Male,Yes,60,Yes,Artist,1,Infiniti,Germany ,2011,15000,Petrol,German
4891,Male,Yes,38,Yes,Artist,4,Isuzu,USA,2012,60000,Petrol,English 
4892,Female,Yes,74,Yes,Lawyer,2,Jaguar,Germany ,2013,30000,Petrol,German
4893,Female,No,30,No,Doctor,5,Jeep,USA,2014,75000,Petrol,English 
4894,Female,No,20,No,Healthcare,4,Kia,Germany ,2015,60000,Petrol,German
4895,Female,No,43,Yes,Artist,1,Lamborghini,USA,2016,15000,Petrol,English 
4896,Male,No,32,Yes,Doctor,4,Land Rover,Germany ,2012,60000,Petrol,German
4897,Male,Yes,53,Yes,Executive,3,Lexus,USA,2013,45000,Petrol,English 
4898,Female,No,23,No,Healthcare,6,Lotus,Mexico,2014,90000,Petrol,English 
4899,Male,Yes,52,No,Artist,1,Maserati,Malaysia,2015,15000,Petrol,English 
4900,Female,Yes,45,Yes,Artist,4,Maybach,Japan,2016,60000,Petrol,Japanese
4901,Male,No,22,No,Healthcare,,Mazda,Canada,2017,18000,Petrol,English 
4902,Male,Yes,63,No,Entertainment,5,McLaren,China ,2018,75000,Petrol,Mandarin
4903,Female,Yes,81,Yes,Lawyer,2,Mercedes-Benz,India,2016,30000,Petrol,Tamil
4904,Male,Yes,35,No,Marketing,3,MG,Italy,2017,45000,Petrol,English 
4905,Male,No,39,Yes,Artist,3,MINI,China ,2018,45000,Petrol,Mandarin
4906,Male,Yes,37,Yes,Healthcare,7,Mitsubishi,France,2008,105000,Petrol,English 
4907,Male,Yes,83,Yes,Lawyer,2,Nissan,Italy,2009,30000,Petrol,English 
4908,Female,Yes,47,No,Engineer,2,Nissan,France,2010,30000,Petrol,English 
4909,Male,Yes,65,Yes,Lawyer,2,Peugeot,UK,2011,30000,Petrol,English 
4910,Male,No,25,No,Healthcare,5,Porsche,UK,2010,75000,Petrol,English 
4911,Male,No,40,Yes,Artist,3,Proton,USA,2011,45000,Petrol,English 
4912,Male,No,27,Yes,Executive,6,Renault,Germany ,2012,90000,Petrol,German
4913,Male,No,19,No,Healthcare,3,Rolls-Royce,USA,2013,45000,Petrol,English 
4914,Female,,61,Yes,Engineer,3,Rover,Germany ,2020,45000,Petrol,German
4915,Female,Yes,56,Yes,Artist,2,Saab,USA,2021,30000,Petrol,English 
4916,Male,No,53,Yes,Artist,2,SEAT,Germany ,2020,30000,Petrol,German
4917,Female,Yes,39,Yes,Artist,1,SKODA,USA,2021,15000,Petrol,English 
4918,Male,Yes,55,Yes,Entertainment,4,Smart,Germany ,2016,60000,Petrol,German
4919,Male,Yes,65,Yes,Lawyer,2,Ssangyong,USA,2017,30000,Petrol,English 
4920,Female,No,26,Yes,Engineer,6,Subaru,Germany ,2018,90000,Petrol,German
4921,Female,No,28,Yes,Healthcare,3,Suzuki,USA,2019,45000,Hybrid,English 
4922,Male,Yes,40,Yes,Executive,4,Tesla,Germany ,2009,60000,Electric,German
4923,Male,No,40,No,Entertainment,1,Toyota,USA,2010,15000,Petrol,English 
4924,Male,Yes,42,No,Executive,4,TVR,Mexico,2011,60000,Petrol,English 
4925,Male,Yes,37,Yes,Entertainment,4,Vauxhall,Malaysia,2012,60000,Petrol,English 
4926,Female,No,22,No,Healthcare,5,Volkswagen,Japan,2013,75000,Petrol,Japanese
4927,Female,Yes,33,No,Healthcare,5,Volvo,Canada,2014,75000,Petrol,English 
4928,Male,Yes,28,No,Executive,3,Maker,China ,2015,45000,Petrol,Mandarin
4929,Male,Yes,51,Yes,Artist,2,Lexus,India,2016,30000,Petrol,Tamil
4930,Female,No,32,Yes,Healthcare,3,Alfa Romeo,Italy,2010,45000,Petrol,English 
4931,Female,Yes,33,Yes,Healthcare,1,Aston Martin,China ,2011,15000,Petrol,Mandarin
4932,Female,Yes,40,Yes,Doctor,,Audi,France,2012,18000,Petrol,English 
4933,Male,Yes,36,Yes,Entertainment,2,Bentley,Italy,2013,30000,Petrol,English 
4934,Female,No,27,No,Homemaker,1,BMW,France,2014,15000,Petrol,English 
4935,Male,No,18,No,Healthcare,3,Cadillac,UK,2015,45000,Petrol,English 
4936,Male,Yes,81,No,Executive,2,Chevrolet,UK,2016,30000,Petrol,English 
4937,Female,No,59,Yes,Artist,2,Chrysler,USA,2012,30000,Petrol,English 
4938,Male,Yes,53,Yes,Executive,3,Citroen,Germany ,2013,45000,Petrol,German
4939,Male,Yes,38,No,Doctor,4,Corvette,USA,2014,60000,Petrol,English 
4940,Male,No,20,No,Healthcare,2,Hyundai,Germany ,2015,30000,Petrol,German
4941,Female,No,40,Yes,Doctor,1,Daewoo,USA,2016,15000,Petrol,English 
4942,Male,Yes,37,Yes,Executive,2,Daihatsu,Germany ,2017,30000,Petrol,German
4943,Male,Yes,31,No,Doctor,2,Dodge,USA,2018,30000,Petrol,English 
4944,Male,Yes,40,Yes,Executive,3,Kia,Germany ,2016,45000,Petrol,German
4945,Male,Yes,35,Yes,Executive,4,Ferrari,USA,2017,60000,Petrol,English 
4946,Male,Yes,35,Yes,Entertainment,2,Fiat,Germany ,2018,30000,Petrol,German
4947,Female,No,39,Yes,Artist,3,Ford,USA,2008,45000,Petrol,English 
4948,Male,Yes,79,Yes,Lawyer,1,Honda,Germany ,2009,15000,Petrol,German
4949,Male,Yes,42,Yes,Artist,2,Honda,USA,2010,30000,Petrol,English 
4950,Male,Yes,42,No,Engineer,3,Hyundai,Mexico,2011,45000,Petrol,English 
4951,Female,No,32,No,Engineer,4,Infiniti,Malaysia,2010,60000,Petrol,English 
4952,Female,Yes,52,Yes,Engineer,3,Isuzu,Japan,2011,45000,Petrol,Japanese
4953,Male,Yes,59,Yes,Artist,2,Jaguar,Canada,2012,30000,Petrol,English 
4954,Male,Yes,51,Yes,Executive,3,Jeep,China ,2013,45000,Petrol,Mandarin
4955,Female,No,32,Yes,Healthcare,1,Kia,India,2020,15000,Petrol,Tamil
4956,Male,Yes,49,Yes,Artist,1,Lamborghini,Italy,2021,15000,Petrol,English 
4957,Female,No,40,No,Doctor,2,Land Rover,China ,2020,30000,Petrol,Mandarin
4958,Female,No,61,Yes,Entertainment,1,Lexus,France,2021,15000,Petrol,English 
4959,Female,Yes,86,No,Lawyer,2,Lotus,Italy,2016,30000,Petrol,English 
4960,Female,Yes,29,Yes,Artist,2,Maserati,France,2017,30000,Petrol,English 
4961,Male,No,46,No,Marketing,4,Maybach,UK,2018,60000,Petrol,English 
4962,Male,No,28,Yes,Artist,3,Mazda,UK,2019,45000,Hybrid,English 
4963,Female,No,53,Yes,Engineer,1,McLaren,USA,2009,15000,Petrol,English 
4964,Female,Yes,65,No,Marketing,,Mercedes-Benz,Germany ,2010,18000,Petrol,German
4965,Male,No,32,No,Entertainment,6,MG,USA,2011,90000,Petrol,English 
4966,Female,No,31,No,Healthcare,3,MINI,Germany ,2012,45000,Petrol,German
4967,Male,No,25,No,Doctor,4,Mitsubishi,USA,2013,60000,Petrol,English 
4968,Female,No,33,No,Engineer,3,Nissan,Germany ,2014,45000,Petrol,German
4969,Female,Yes,38,Yes,Doctor,2,Nissan,USA,2015,30000,Petrol,English 
4970,Female,Yes,43,Yes,Artist,2,Peugeot,Germany ,2016,30000,Petrol,German
4971,Male,No,20,No,Healthcare,2,Porsche,USA,2010,30000,Petrol,English 
4972,Male,Yes,33,Yes,Entertainment,2,Proton,Germany ,2011,30000,Petrol,German
4973,Female,Yes,50,,Artist,3,Renault,USA,2012,45000,Petrol,English 
4974,Female,Yes,37,No,Engineer,4,Rolls-Royce,Germany ,2013,60000,Petrol,German
4975,Male,Yes,38,Yes,Artist,7,Rover,USA,2014,105000,Petrol,English 
4976,Female,No,43,No,Marketing,,Saab,Mexico,2015,18000,Petrol,English 
4977,Male,No,27,No,Healthcare,4,SEAT,Malaysia,2016,60000,Petrol,English 
4978,Male,Yes,35,No,Entertainment,5,SKODA,Japan,2012,75000,Petrol,Japanese
4979,Female,Yes,36,No,Engineer,3,Smart,Canada,2013,45000,Petrol,English 
4980,Female,No,20,No,Marketing,2,Ssangyong,China ,2014,30000,Petrol,Mandarin
4981,Female,Yes,53,Yes,Marketing,1,Subaru,India,2015,15000,Petrol,Tamil
4982,Male,Yes,36,No,Doctor,1,Suzuki,Italy,2016,15000,Petrol,English 
4983,Female,No,32,Yes,Engineer,2,Tesla,China ,2017,30000,Electric,Mandarin
4984,Male,Yes,55,Yes,Entertainment,3,Toyota,France,2018,45000,Petrol,English 
4985,Male,Yes,37,Yes,Entertainment,2,TVR,Italy,2016,30000,Petrol,English 
4986,Female,No,27,Yes,Healthcare,,Vauxhall,France,2017,18000,Petrol,English 
4987,Male,No,43,Yes,Healthcare,7,Volkswagen,UK,2018,105000,Petrol,English 
4988,Female,No,32,Yes,Engineer,,Volvo,UK,2008,18000,Petrol,English 
4989,Female,No,40,Yes,Entertainment,1,Maker,USA,2009,15000,Petrol,English 
4990,Female,Yes,87,No,Lawyer,1,Lexus,Germany ,2010,15000,Petrol,German
4991,Male,Yes,86,No,Lawyer,1,Alfa Romeo,USA,2011,15000,Petrol,English 
4992,Female,No,42,Yes,Engineer,1,Aston Martin,Germany ,2010,15000,Petrol,German
4993,Male,No,37,Yes,Artist,1,Audi,USA,2011,15000,Petrol,English 
4994,Female,No,25,No,Doctor,7,Bentley,Germany ,2012,105000,Petrol,German
4995,Male,No,19,No,Doctor,4,BMW,USA,2013,60000,Petrol,English 
4996,Male,Yes,42,No,Artist,5,Cadillac,Germany ,2020,75000,Petrol,German
4997,Male,Yes,33,No,Doctor,4,Chevrolet,USA,2021,60000,Petrol,English 
4998,Male,Yes,41,Yes,Artist,2,Chrysler,Germany ,2020,30000,Petrol,German
4999,Female,No,27,Yes,Doctor,2,Citroen,USA,2021,30000,Petrol,English 
5000,Male,Yes,84,No,Lawyer,,Corvette,Germany ,2016,18000,Petrol,German
5001,Male,No,22,No,Healthcare,4,Hyundai,USA,2017,60000,Petrol,English 
5002,Female,No,32,Yes,Artist,2,Daewoo,Mexico,2018,30000,Petrol,English 
5003,Male,Yes,83,Yes,Executive,3,Daihatsu,Malaysia,2019,45000,Hybrid,English 
5004,Male,Yes,50,Yes,Artist,3,Dodge,Japan,2009,45000,Petrol,Japanese
5005,Female,No,30,Yes,Healthcare,4,Kia,Canada,2010,60000,Petrol,English 
5006,Female,No,23,No,Healthcare,4,Ferrari,China ,2011,60000,Petrol,Mandarin
5007,Male,No,27,No,Artist,8,Fiat,India,2012,120000,Petrol,Tamil
5008,Female,No,35,Yes,Artist,1,Ford,Italy,2013,15000,Petrol,English 
5009,Male,No,23,No,Healthcare,2,Honda,China ,2014,30000,Petrol,Mandarin
5010,Male,Yes,56,Yes,Artist,3,Honda,France,2015,45000,Petrol,English 
5011,Female,Yes,41,Yes,Artist,,Hyundai,Italy,2016,18000,Petrol,English 
5012,Female,No,25,No,Doctor,3,Infiniti,France,2010,45000,Petrol,English 
5013,Male,Yes,41,Yes,Doctor,2,Isuzu,UK,2011,30000,Petrol,English 
5014,Female,No,27,No,Homemaker,1,Jaguar,UK,2012,15000,Petrol,English 
5015,Male,Yes,43,Yes,Doctor,2,Jeep,USA,2013,30000,Petrol,English 
5016,Male,Yes,40,Yes,Artist,5,Kia,Germany ,2014,75000,Petrol,German
5017,Female,,60,No,Engineer,2,Lamborghini,USA,2015,30000,Petrol,English 
5018,Female,Yes,45,No,Artist,4,Land Rover,Germany ,2016,60000,Petrol,German
5019,Female,Yes,82,No,Lawyer,2,Lexus,USA,2012,30000,Petrol,English 
5020,Female,No,28,Yes,Artist,1,Lotus,Germany ,2013,15000,Petrol,German
5021,Female,Yes,63,Yes,Artist,4,Maserati,USA,2014,60000,Petrol,English 
5022,Female,No,35,Yes,Artist,2,Maybach,Germany ,2015,30000,Petrol,German
5023,Female,Yes,89,No,Lawyer,2,Mazda,USA,2016,30000,Petrol,English 
5024,Male,No,20,No,Healthcare,4,McLaren,Germany ,2017,60000,Petrol,German
5025,Female,No,40,Yes,Healthcare,1,Mercedes-Benz,USA,2018,15000,Petrol,English 
5026,Male,Yes,46,No,Artist,2,MG,Germany ,2016,30000,Petrol,German
5027,Male,No,25,Yes,Marketing,3,MINI,USA,2017,45000,Petrol,English 
5028,Female,,46,Yes,Entertainment,3,Mitsubishi,Mexico,2018,45000,Petrol,English 
5029,Male,Yes,49,Yes,Artist,4,Nissan,Malaysia,2008,60000,Petrol,English 
5030,Female,Yes,47,Yes,Artist,2,Nissan,Japan,2009,30000,Petrol,Japanese
5031,Male,Yes,30,Yes,Artist,2,Peugeot,Canada,2010,30000,Petrol,English 
5032,Female,Yes,40,Yes,Doctor,1,Porsche,China ,2011,15000,Petrol,Mandarin
5033,Male,Yes,39,Yes,Healthcare,5,Proton,India,2010,75000,Petrol,Tamil
5034,Male,Yes,61,Yes,Artist,5,Renault,Italy,2011,75000,Petrol,English 
5035,Female,No,28,No,Engineer,4,Rolls-Royce,China ,2012,60000,Petrol,Mandarin
5036,Male,No,18,No,Healthcare,3,Rover,France,2013,45000,Petrol,English 
5037,Female,Yes,55,Yes,Artist,4,Saab,Italy,2020,60000,Petrol,English 
5038,Male,No,39,No,Engineer,2,SEAT,France,2021,30000,Petrol,English 
5039,Female,Yes,47,No,Engineer,,SKODA,UK,2020,18000,Petrol,English 
5040,Female,No,29,Yes,Doctor,5,Smart,UK,2021,75000,Petrol,English 
5041,Male,Yes,66,No,Engineer,2,Ssangyong,USA,2016,30000,Petrol,English 
5042,Female,No,46,Yes,Engineer,1,Subaru,Germany ,2017,15000,Petrol,German
5043,Female,Yes,52,Yes,Artist,3,Suzuki,USA,2018,45000,Petrol,English 
5044,Female,No,23,No,Healthcare,4,Tesla,Germany ,2019,60000,Electric,German
5045,Female,Yes,84,No,Lawyer,2,Toyota,USA,2009,30000,Petrol,English 
5046,Female,No,27,No,Healthcare,3,TVR,Germany ,2010,45000,Petrol,German
5047,Female,Yes,37,Yes,Artist,3,Vauxhall,USA,2011,45000,Petrol,English 
5048,Female,No,46,No,Homemaker,1,Volkswagen,Germany ,2012,15000,Petrol,German
5049,Female,No,22,No,Healthcare,3,Volvo,USA,2013,45000,Petrol,English 
5050,Male,Yes,42,Yes,Artist,2,Maker,Germany ,2014,30000,Petrol,German
5051,Female,Yes,35,Yes,Artist,2,Lexus,USA,2015,30000,Petrol,English 
5052,Male,Yes,39,No,Executive,3,Alfa Romeo,Germany ,2016,45000,Petrol,German
5053,Female,No,27,Yes,Healthcare,4,Aston Martin,USA,2010,60000,Petrol,English 
5054,Male,Yes,65,No,Engineer,2,Audi,Mexico,2011,30000,Petrol,English 
5055,Female,Yes,39,Yes,Artist,3,Bentley,Malaysia,2012,45000,Petrol,English 
5056,Female,No,22,No,Entertainment,3,BMW,Japan,2013,45000,Petrol,Japanese
5057,Male,No,31,Yes,Artist,4,Cadillac,Canada,2014,60000,Petrol,English 
5058,Female,Yes,48,No,Engineer,6,Chevrolet,China ,2015,90000,Petrol,Mandarin
5059,Female,Yes,58,Yes,Artist,2,Chrysler,India,2016,30000,Petrol,Tamil
5060,Female,Yes,74,Yes,Lawyer,,Citroen,Italy,2012,18000,Petrol,English 
5061,Female,Yes,40,Yes,Engineer,3,Corvette,China ,2013,45000,Petrol,Mandarin
5062,Male,No,26,No,Doctor,4,Hyundai,France,2014,60000,Petrol,English 
5063,Male,No,35,Yes,Artist,1,Daewoo,Italy,2015,15000,Petrol,English 
5064,Female,No,43,Yes,Healthcare,1,Daihatsu,France,2016,15000,Petrol,English 
5065,Male,No,49,Yes,Doctor,1,Dodge,UK,2017,15000,Petrol,English 
5066,Male,Yes,26,No,Artist,4,Kia,UK,2018,60000,Petrol,English 
5067,Female,Yes,74,Yes,Lawyer,2,Ferrari,USA,2016,30000,Petrol,English 
5068,Female,Yes,56,Yes,Engineer,3,Fiat,Germany ,2017,45000,Petrol,German
5069,Female,Yes,49,Yes,Artist,2,Ford,USA,2018,30000,Petrol,English 
5070,Male,No,19,No,Healthcare,8,Honda,Germany ,2008,120000,Petrol,German
5071,Male,No,39,Yes,Artist,3,Honda,USA,2009,45000,Petrol,English 
5072,Male,Yes,37,Yes,Executive,4,Hyundai,Germany ,2010,60000,Petrol,German
5073,Male,No,41,Yes,Doctor,1,Infiniti,USA,2011,15000,Petrol,English 
5074,Female,No,26,Yes,Homemaker,2,Isuzu,Germany ,2010,30000,Petrol,German
5075,Female,Yes,38,No,Doctor,3,Jaguar,USA,2011,45000,Petrol,English 
5076,Male,Yes,35,Yes,Artist,3,Jeep,Germany ,2012,45000,Petrol,German
5077,Male,Yes,49,Yes,Artist,2,Kia,USA,2013,30000,Petrol,English 
5078,Male,,60,No,Engineer,3,Lamborghini,Germany ,2020,45000,Petrol,German
5079,Female,No,38,No,Doctor,1,Land Rover,USA,2021,15000,Petrol,English 
5080,Male,Yes,52,,Entertainment,5,Lexus,Mexico,2020,75000,Petrol,English 
5081,Male,Yes,70,No,Executive,2,Lotus,Malaysia,2021,30000,Petrol,English 
5082,Male,No,21,No,Doctor,3,Maserati,Japan,2016,45000,Petrol,Japanese
5083,Male,Yes,58,Yes,Artist,1,Maybach,Canada,2017,15000,Petrol,English 
5084,Female,No,28,No,Artist,5,Mazda,China ,2018,75000,Petrol,Mandarin
5085,Male,Yes,57,No,Executive,1,McLaren,India,2019,15000,Hybrid,Tamil
5086,Male,Yes,37,Yes,Artist,2,Mercedes-Benz,Italy,2009,30000,Petrol,English 
5087,Female,Yes,52,No,Marketing,3,MG,China ,2010,45000,Petrol,Mandarin
5088,Female,Yes,35,No,Engineer,5,MINI,France,2011,75000,Petrol,English 
5089,Female,Yes,30,Yes,Doctor,2,Mitsubishi,Italy,2012,30000,Petrol,English 
5090,Male,Yes,35,Yes,Artist,2,Nissan,France,2013,30000,Petrol,English 
5091,Female,No,31,Yes,Artist,3,Nissan,UK,2014,45000,Petrol,English 
5092,Male,Yes,37,Yes,Doctor,2,Peugeot,UK,2015,30000,Petrol,English 
5093,Male,Yes,71,Yes,Executive,2,Porsche,USA,2016,30000,Petrol,English 
5094,Male,Yes,66,Yes,Healthcare,1,Proton,Germany ,2010,15000,Petrol,German
5095,Female,Yes,25,Yes,Homemaker,2,Renault,USA,2011,30000,Petrol,English 
5096,Male,No,26,Yes,Artist,4,Rolls-Royce,Germany ,2012,60000,Petrol,German
5097,Female,No,31,No,Healthcare,4,Rover,USA,2013,60000,Petrol,English 
5098,Male,Yes,67,Yes,Artist,6,Saab,Germany ,2014,90000,Petrol,German
5099,Female,Yes,51,Yes,Artist,5,SEAT,USA,2015,75000,Petrol,English 
5100,Female,No,39,Yes,Artist,1,SKODA,Germany ,2016,15000,Petrol,German
5101,Female,Yes,60,Yes,Artist,2,Smart,USA,2012,30000,Petrol,English 
5102,Female,Yes,46,No,Entertainment,,Ssangyong,Germany ,2013,18000,Petrol,German
5103,Male,Yes,36,Yes,Doctor,2,Subaru,USA,2014,30000,Petrol,English 
5104,Female,No,18,,Healthcare,3,Suzuki,Germany ,2015,45000,Petrol,German
5105,Female,No,30,No,Engineer,1,Tesla,USA,2016,15000,Electric,English 
5106,Female,Yes,69,Yes,Artist,2,Toyota,Mexico,2017,30000,Petrol,English 
5107,Male,No,32,No,Homemaker,,TVR,Malaysia,2018,18000,Petrol,English 
5108,Female,Yes,60,Yes,Artist,2,Vauxhall,Japan,2016,30000,Petrol,Japanese
5109,Female,Yes,40,Yes,Artist,2,Volkswagen,Canada,2017,30000,Petrol,English 
5110,Female,Yes,83,No,Lawyer,2,Volvo,China ,2018,30000,Petrol,Mandarin
5111,Male,Yes,51,Yes,Artist,,Maker,India,2008,18000,Petrol,Tamil
5112,Male,Yes,33,No,Doctor,5,Lexus,Italy,2009,75000,Petrol,English 
5113,Male,Yes,43,Yes,Entertainment,4,Alfa Romeo,China ,2010,60000,Petrol,Mandarin
5114,Male,Yes,71,No,Lawyer,5,Aston Martin,France,2011,75000,Petrol,English 
5115,Male,Yes,50,Yes,Executive,5,Audi,Italy,2010,75000,Petrol,English 
5116,Male,Yes,57,Yes,Artist,2,Bentley,France,2011,30000,Petrol,English 
